timestamp,user_id,event_type,trace_id,details
1788388446.1816885,User-001,started,trace_0712,"63 requests, 18,829 initial tokens"
1788388446.231947,User-002,started,trace_0365,"34 requests, 31,447 initial tokens"
1788388446.2824337,User-003,started,trace_0714,"259 requests, 21,894 initial tokens"
1788388446.3327363,User-004,started,trace_0629,"107 requests, 18,339 initial tokens"
1788388446.3829505,User-005,started,trace_0568,"11 requests, 20,289 initial tokens"
1788388446.4549093,User-006,started,trace_0396,"84 requests remaining (advanced 5%), 24,666 tokens at start"
1788388446.5050638,User-007,started,trace_0398,"36 requests, 13,048 initial tokens"
1788388446.5551946,User-008,started,trace_0707,"24 requests, 19,386 initial tokens"
1788388471.2440357,User-002,truncated,trace_0365,"0/34 requests, 0.0% cache hit"
1788388471.244177,User-009,started,trace_0313,"48 requests, 12,308 initial tokens"
1788388512.9920106,User-001,truncated,trace_0712,"1/63 requests, 0.0% cache hit"
1788388512.9922006,User-010,started,trace_0330,"119 requests, 26,790 initial tokens"
1788388523.0156984,User-005,truncated,trace_0568,"1/11 requests, 0.0% cache hit"
1788388523.0159037,User-011,started,trace_0694,"16 requests, 24,236 initial tokens"
1788388542.4089618,User-003,truncated,trace_0714,"2/259 requests, 42.1% cache hit"
1788388542.4091675,User-012,started,trace_0292,"29 requests, 17,346 initial tokens"
1788388547.503026,User-006,truncated,trace_0396,"6/88 requests, 88.7% cache hit"
1788388547.5031595,User-013,started,trace_0253,"160 requests, 19,055 initial tokens"
1788388577.951095,User-009,truncated,trace_0313,"1/48 requests, 0.0% cache hit"
1788388577.951334,User-014,started,trace_0381,"285 requests, 19,105 initial tokens"
1788388591.041769,User-010,truncated,trace_0330,"3/119 requests, 64.9% cache hit"
1788388591.0419242,User-015,started,trace_0687,"133 requests, 16,187 initial tokens"
1788388602.4083622,User-012,truncated,trace_0292,"2/29 requests, 45.2% cache hit"
1788388602.4086301,User-016,started,trace_0704,"10 requests, 22,683 initial tokens"
1788388617.2589257,User-011,truncated,trace_0694,"1/16 requests, 0.0% cache hit"
1788388617.2592592,User-017,started,trace_0726,"84 requests, 19,986 initial tokens"
1788388620.7574315,User-004,truncated,trace_0629,"2/107 requests, 38.6% cache hit"
1788388620.7574997,User-018,started,trace_0378,"472 requests, 28,187 initial tokens"
1788388655.441387,User-013,truncated,trace_0253,"4/160 requests, 73.4% cache hit"
1788388655.4416366,User-019,started,trace_0587,"58 requests, 19,009 initial tokens"
1788388672.5574267,User-019,truncated,trace_0587,"1/58 requests, 0.0% cache hit"
1788388672.5583735,User-020,started,trace_0108,"23 requests, 16,543 initial tokens"
1788388710.7297144,User-017,truncated,trace_0726,"10/84 requests, 89.6% cache hit"
1788388710.7298765,User-021,started,trace_0266,"23 requests, 18,964 initial tokens"
1788388715.5512242,User-016,truncated,trace_0704,"1/10 requests, 0.0% cache hit"
1788388715.5514326,User-022,started,trace_0418,"287 requests, 12,943 initial tokens"
1788388722.8599353,User-018,truncated,trace_0378,"1/472 requests, 0.0% cache hit"
1788388722.8600917,User-023,started,trace_0562,"99 requests, 20,860 initial tokens"
1788388728.9257698,User-008,truncated,trace_0707,"8/24 requests, 86.3% cache hit"
1788388728.925966,User-024,started,trace_0255,"13 requests, 20,387 initial tokens"
1788388746.6383526,User-023,truncated,trace_0562,"1/99 requests, 0.0% cache hit"
1788388746.638585,User-025,started,trace_0588,"118 requests, 20,747 initial tokens"
1788388752.9951625,User-020,truncated,trace_0108,"4/23 requests, 67.0% cache hit"
1788388752.9953773,User-026,started,trace_0569,"44 requests, 18,557 initial tokens"
1788388780.391105,User-024,truncated,trace_0255,"2/13 requests, 41.0% cache hit"
1788388780.3913546,User-027,started,trace_0632,"101 requests, 20,670 initial tokens"
1788388782.3011415,User-026,truncated,trace_0569,"1/44 requests, 0.0% cache hit"
1788388782.301384,User-028,started,trace_0006,"46 requests, 16,981 initial tokens"
1788388783.4063926,User-007,truncated,trace_0398,"13/36 requests, 88.1% cache hit"
1788388783.4066157,User-029,started,trace_0579,"52 requests, 18,407 initial tokens"
1788388783.5608394,User-021,truncated,trace_0266,"3/23 requests, 64.5% cache hit"
1788388783.5610025,User-030,started,trace_0082,"130 requests, 16,254 initial tokens"
1788388815.0150566,User-029,truncated,trace_0579,"1/52 requests, 0.0% cache hit"
1788388815.0152094,User-031,started,trace_0624,"23 requests, 22,710 initial tokens"
1788388852.6550999,User-028,truncated,trace_0006,"2/46 requests, 45.6% cache hit"
1788388852.6554358,User-032,started,trace_0279,"78 requests, 18,333 initial tokens"
1788388876.4611886,User-015,truncated,trace_0687,"8/133 requests, 82.6% cache hit"
1788388876.4614198,User-033,started,trace_0538,"5 requests, 9,925 initial tokens"
1788388889.0021122,User-027,truncated,trace_0632,"4/101 requests, 68.4% cache hit"
1788388889.0023406,User-034,started,trace_0164,"67 requests, 17,644 initial tokens"
1788388911.6658099,User-032,truncated,trace_0279,"2/78 requests, 36.4% cache hit"
1788388911.6659384,User-035,started,trace_0062,"68 requests, 14,958 initial tokens"
1788388924.141713,User-030,truncated,trace_0082,"5/130 requests, 71.3% cache hit"
1788388924.1419036,User-036,started,trace_0615,"12 requests, 22,945 initial tokens"
1788388937.7776775,User-025,truncated,trace_0588,"13/118 requests, 91.8% cache hit"
1788388937.7778304,User-037,started,trace_0489,"19 requests, 15,332 initial tokens"
1788388984.2716677,User-033,completed,trace_0538,"5/5 requests, 77.6% cache hit"
1788388984.271917,User-038,started,trace_0661,"212 requests, 20,420 initial tokens"
1788389035.3681712,User-035,truncated,trace_0062,"5/68 requests, 75.2% cache hit"
1788389035.3683853,User-039,started,trace_0220,"36 requests, 27,289 initial tokens"
1788389058.3837752,User-038,truncated,trace_0661,"4/212 requests, 69.2% cache hit"
1788389058.384013,User-040,started,trace_0278,"50 requests, 19,498 initial tokens"
